Seed, Tile Index, Algorithm,Vertex Count, Triangle Count,Vertex Reduction Rate (%),Triangle Reduction Rate (%), Min Deviation, Max Deviation, Mean Deviation
-1281965224, 34, Quadric Simplification, 703197, 1244148, 0.53156525, 0.4982651, 0, 0.00017535686, 2.8119002E-05
-1281965224, 35, Quadric Simplification, 703197, 1244148, 0.53156525, 0.4982651, 0, 0.00010073185, 1.4477868E-05
-1281965224, 36, Quadric Simplification, 703197, 1244148, 0.53156525, 0.4982651, 0, 0.0002334714, 2.1197726E-05
-1281965224, 37, Quadric Simplification, 703197, 1244148, 0.53156525, 0.4982651, 0, 0.00019967556, 3.7715472E-06
-1281965224, 38, Quadric Simplification, 703197, 1244148, 0.53156525, 0.4982651, 0, 0.0002271533, 1.7680743E-05
-1281965224, 39, Quadric Simplification, 703197, 1244148, 0.53156525, 0.4982651, 0, 0.00016987324, 5.461338E-06
-1281965224, 40, Quadric Simplification, 703197, 1244148, 0.53156525, 0.4982651, 0, 0.00019544363, 1.9618705E-05
-1281965224, 41, Quadric Simplification, 703197, 1244148, 0.53156525, 0.4982651, 0, 0.00025689602, 1.1887917E-05
-1281965224, 42, Quadric Simplification, 703197, 1244148, 0.53156525, 0.4982651, 0, 0.00015097857, 2.2421635E-05
-1281965224, 43, Quadric Simplification, 703197, 1244148, 0.53156525, 0.4982651, 0, 0.00017261505, 9.983469E-06
-1281965224, 44, Quadric Simplification, 703197, 1244148, 0.53156525, 0.4982651, 0, 0.00017797947, 1.914387E-05
-1281965224, 45, Quadric Simplification, 703197, 1244148, 0.53156525, 0.4982651, 0, 0.00019156933, 2.903796E-05
-1281965224, 46, Quadric Simplification, 703197, 1244148, 0.53156525, 0.4982651, 0, 0.00017988682, 2.4230972E-05
-1281965224, 47, Quadric Simplification, 703197, 1244148, 0.53156525, 0.4982651, 0, 0.0003556013, 7.698503E-06
-1281965224, 48, Quadric Simplification, 703197, 1244148, 0.53156525, 0.4982651, 0, 0.0003067851, 9.246907E-06
-1281965224, 49, Quadric Simplification, 703197, 1244148, 0.53156525, 0.4982651, 0, 0.00034540892, 5.0847688E-05
-1281965224, 50, Quadric Simplification, 703197, 1244148, 0.53156525, 0.4982651, 0, 0.00018620491, 9.250177E-06
-1281965224, 51, Quadric Simplification, 703197, 1244148, 0.53156525, 0.4982651, 0, 0.0001078248, 2.434174E-06
-1281965224, 52, Quadric Simplification, 703197, 1244148, 0.53156525, 0.4982651, 0, 0.00022691488, 3.421373E-05
-1281965224, 53, Quadric Simplification, 703197, 1244148, 0.53156525, 0.4982651, 0, 0.00028038025, 2.5610892E-05
-1281965224, 54, Quadric Simplification, 703197, 1244148, 0.53156525, 0.4982651, 0, 0.00033414364, 3.3560704E-05
-1281965224, 55, Quadric Simplification, 703197, 1244148, 0.53156525, 0.4982651, 0, 0.00024050474, 3.223495E-05
-1281965224, 56, Quadric Simplification, 703197, 1244148, 0.53156525, 0.4982651, 0, 0.00020200014, 2.5465763E-05
